town	year	value	cat	county
Newbury	2006	1324	Br2_rent	Essex
Newbury	2006	1584	Br3_rent	Essex
Newbury	2006	1740	Br4_rent	Essex
Newburyport	2006	1063	Br0_rent	Essex
Newburyport	2006	1128	Br1_rent	Essex
Newburyport	2006	1324	Br2_rent	Essex
Newburyport	2006	1584	Br3_rent	Essex
Newburyport	2006	1740	Br4_rent	Essex
North Andover	2006	677	Br0_rent	Essex
North Andover	2006	862	Br1_rent	Essex
North Andover	2006	1042	Br2_rent	Essex
North Andover	2006	1244	Br3_rent	Essex
North Andover	2006	1283	Br4_rent	Essex
Peabody	2006	1063	Br0_rent	Essex
Peabody	2006	1128	Br1_rent	Essex
Peabody	2006	1324	Br2_rent	Essex
Peabody	2006	1584	Br3_rent	Essex
Peabody	2006	1740	Br4_rent	Essex
Rockport	2006	1063	Br0_rent	Essex
Rockport	2006	1128	Br1_rent	Essex
Rockport	2006	1324	Br2_rent	Essex
Rockport	2006	1584	Br3_rent	Essex
Rockport	2006	1740	Br4_rent	Essex
Rowley	2006	1063	Br0_rent	Essex
Rowley	2006	1128	Br1_rent	Essex
Rowley	2006	1324	Br2_rent	Essex
Rowley	2006	1584	Br3_rent	Essex
Rowley	2006	1740	Br4_rent	Essex
Salem	2006	1063	Br0_rent	Essex
Salem	2006	1128	Br1_rent	Essex
Salem	2006	1324	Br2_rent	Essex
Salem	2006	1584	Br3_rent	Essex
Salem	2006	1740	Br4_rent	Essex
Salisbury	2006	1063	Br0_rent	Essex
Salisbury	2006	1128	Br1_rent	Essex
Salisbury	2006	1324	Br2_rent	Essex
Salisbury	2006	1584	Br3_rent	Essex
Salisbury	2006	1740	Br4_rent	Essex
Saugus	2006	1063	Br0_rent	Essex
Saugus	2006	1128	Br1_rent	Essex
Saugus	2006	1324	Br2_rent	Essex
Saugus	2006	1584	Br3_rent	Essex
Saugus	2006	1740	Br4_rent	Essex
Swampscott	2006	1063	Br0_rent	Essex
Swampscott	2006	1128	Br1_rent	Essex
Swampscott	2006	1324	Br2_rent	Essex
Swampscott	2006	1584	Br3_rent	Essex
Swampscott	2006	1740	Br4_rent	Essex
Topsfield	2006	1063	Br0_rent	Essex
Topsfield	2006	1128	Br1_rent	Essex
Topsfield	2006	1324	Br2_rent	Essex
Topsfield	2006	1584	Br3_rent	Essex
Topsfield	2006	1740	Br4_rent	Essex
Wenham	2006	1063	Br0_rent	Essex
Wenham	2006	1128	Br1_rent	Essex
Wenham	2006	1324	Br2_rent	Essex
Wenham	2006	1584	Br3_rent	Essex
Wenham	2006	1740	Br4_rent	Essex
West Newbury	2006	677	Br0_rent	Essex
West Newbury	2006	862	Br1_rent	Essex
West Newbury	2006	1042	Br2_rent	Essex
West Newbury	2006	1244	Br3_rent	Essex
West Newbury	2006	1283	Br4_rent	Essex
Ashfield	2006	471	Br0_rent	Franklin
Ashfield	2006	550	Br1_rent	Franklin
Ashfield	2006	681	Br2_rent	Franklin
Ashfield	2006	908	Br3_rent	Franklin
Ashfield	2006	1097	Br4_rent	Franklin
Bernardston	2006	471	Br0_rent	Franklin
Bernardston	2006	550	Br1_rent	Franklin
Bernardston	2006	681	Br2_rent	Franklin
Bernardston	2006	908	Br3_rent	Franklin
Bernardston	2006	1097	Br4_rent	Franklin
Buckland	2006	471	Br0_rent	Franklin
Buckland	2006	550	Br1_rent	Franklin
Buckland	2006	681	Br2_rent	Franklin
Buckland	2006	908	Br3_rent	Franklin
Buckland	2006	1097	Br4_rent	Franklin
Charlemont	2006	471	Br0_rent	Franklin
Charlemont	2006	550	Br1_rent	Franklin
Charlemont	2006	681	Br2_rent	Franklin
Charlemont	2006	908	Br3_rent	Franklin
Charlemont	2006	1097	Br4_rent	Franklin
Colrain	2006	471	Br0_rent	Franklin
Colrain	2006	550	Br1_rent	Franklin
Colrain	2006	681	Br2_rent	Franklin
Colrain	2006	908	Br3_rent	Franklin
Colrain	2006	1097	Br4_rent	Franklin
Conway	2006	471	Br0_rent	Franklin
Conway	2006	550	Br1_rent	Franklin
Conway	2006	681	Br2_rent	Franklin
Conway	2006	908	Br3_rent	Franklin
Conway	2006	1097	Br4_rent	Franklin
Deerfield	2006	471	Br0_rent	Franklin
Deerfield	2006	550	Br1_rent	Franklin
Deerfield	2006	681	Br2_rent	Franklin
Deerfield	2006	908	Br3_rent	Franklin
Deerfield	2006	1097	Br4_rent	Franklin
Erving	2006	471	Br0_rent	Franklin
Erving	2006	550	Br1_rent	Franklin
Erving	2006	681	Br2_rent	Franklin
Erving	2006	908	Br3_rent	Franklin
Erving	2006	1097	Br4_rent	Franklin
Gill	2006	471	Br0_rent	Franklin
Gill	2006	550	Br1_rent	Franklin
Gill	2006	681	Br2_rent	Franklin
Gill	2006	908	Br3_rent	Franklin
Gill	2006	1097	Br4_rent	Franklin
Greenfield	2006	471	Br0_rent	Franklin
Greenfield	2006	550	Br1_rent	Franklin
Greenfield	2006	681	Br2_rent	Franklin
Greenfield	2006	908	Br3_rent	Franklin
Greenfield	2006	1097	Br4_rent	Franklin
Hawley	2006	471	Br0_rent	Franklin
Hawley	2006	550	Br1_rent	Franklin
Hawley	2006	681	Br2_rent	Franklin
Hawley	2006	908	Br3_rent	Franklin
Hawley	2006	1097	Br4_rent	Franklin
Heath	2006	471	Br0_rent	Franklin
Heath	2006	550	Br1_rent	Franklin
Heath	2006	681	Br2_rent	Franklin
Heath	2006	908	Br3_rent	Franklin
Heath	2006	1097	Br4_rent	Franklin
Leverett	2006	471	Br0_rent	Franklin
Leverett	2006	550	Br1_rent	Franklin
Leverett	2006	681	Br2_rent	Franklin
Leverett	2006	908	Br3_rent	Franklin
Leverett	2006	1097	Br4_rent	Franklin
Leyden	2006	471	Br0_rent	Franklin
Leyden	2006	550	Br1_rent	Franklin
Leyden	2006	681	Br2_rent	Franklin
Leyden	2006	908	Br3_rent	Franklin
Leyden	2006	1097	Br4_rent	Franklin
Monroe	2006	471	Br0_rent	Franklin
Monroe	2006	550	Br1_rent	Franklin
Monroe	2006	681	Br2_rent	Franklin
Monroe	2006	908	Br3_rent	Franklin
Monroe	2006	1097	Br4_rent	Franklin
Montague	2006	471	Br0_rent	Franklin
Montague	2006	550	Br1_rent	Franklin
Montague	2006	681	Br2_rent	Franklin
Montague	2006	908	Br3_rent	Franklin
Montague	2006	1097	Br4_rent	Franklin
New Salem	2006	471	Br0_rent	Franklin
New Salem	2006	550	Br1_rent	Franklin
New Salem	2006	681	Br2_rent	Franklin
New Salem	2006	908	Br3_rent	Franklin
New Salem	2006	1097	Br4_rent	Franklin
Northfield	2006	471	Br0_rent	Franklin
Northfield	2006	550	Br1_rent	Franklin
Northfield	2006	681	Br2_rent	Franklin
Northfield	2006	908	Br3_rent	Franklin
Northfield	2006	1097	Br4_rent	Franklin
Orange	2006	471	Br0_rent	Franklin
Orange	2006	550	Br1_rent	Franklin
Orange	2006	681	Br2_rent	Franklin
Orange	2006	908	Br3_rent	Franklin
Orange	2006	1097	Br4_rent	Franklin
Rowe	2006	471	Br0_rent	Franklin
Rowe	2006	550	Br1_rent	Franklin
Rowe	2006	681	Br2_rent	Franklin
Rowe	2006	908	Br3_rent	Franklin
Rowe	2006	1097	Br4_rent	Franklin
Shelburne	2006	471	Br0_rent	Franklin
Shelburne	2006	550	Br1_rent	Franklin
Shelburne	2006	681	Br2_rent	Franklin
Shelburne	2006	908	Br3_rent	Franklin
Shelburne	2006	1097	Br4_rent	Franklin
Shutesbury	2006	471	Br0_rent	Franklin
Shutesbury	2006	550	Br1_rent	Franklin
Shutesbury	2006	681	Br2_rent	Franklin
Shutesbury	2006	908	Br3_rent	Franklin
Shutesbury	2006	1097	Br4_rent	Franklin
Sunderland	2006	529	Br0_rent	Franklin
Sunderland	2006	629	Br1_rent	Franklin
Sunderland	2006	799	Br2_rent	Franklin
Sunderland	2006	956	Br3_rent	Franklin
Sunderland	2006	1110	Br4_rent	Franklin
Warwick	2006	471	Br0_rent	Franklin
Warwick	2006	550	Br1_rent	Franklin
Warwick	2006	681	Br2_rent	Franklin
Warwick	2006	908	Br3_rent	Franklin
Warwick	2006	1097	Br4_rent	Franklin
Wendell	2006	471	Br0_rent	Franklin
Wendell	2006	550	Br1_rent	Franklin
Wendell	2006	681	Br2_rent	Franklin
Wendell	2006	908	Br3_rent	Franklin
Wendell	2006	1097	Br4_rent	Franklin
Whately	2006	471	Br0_rent	Franklin
Whately	2006	550	Br1_rent	Franklin
Whately	2006	681	Br2_rent	Franklin
Whately	2006	908	Br3_rent	Franklin
Whately	2006	1097	Br4_rent	Franklin
Agawam	2006	529	Br0_rent	Hampden
Agawam	2006	629	Br1_rent	Hampden
Agawam	2006	799	Br2_rent	Hampden
Agawam	2006	956	Br3_rent	Hampden
Agawam	2006	1110	Br4_rent	Hampden
Blandford	2006	529	Br0_rent	Hampden
Blandford	2006	629	Br1_rent	Hampden
Blandford	2006	799	Br2_rent	Hampden
Blandford	2006	956	Br3_rent	Hampden
Blandford	2006	1110	Br4_rent	Hampden
Brimfield	2006	529	Br0_rent	Hampden
Brimfield	2006	629	Br1_rent	Hampden
Brimfield	2006	799	Br2_rent	Hampden
Brimfield	2006	956	Br3_rent	Hampden
Brimfield	2006	1110	Br4_rent	Hampden
Chester	2006	529	Br0_rent	Hampden
Chester	2006	629	Br1_rent	Hampden
Chester	2006	799	Br2_rent	Hampden
Chester	2006	956	Br3_rent	Hampden
Chester	2006	1110	Br4_rent	Hampden
Chicopee	2006	529	Br0_rent	Hampden
Chicopee	2006	629	Br1_rent	Hampden
Chicopee	2006	799	Br2_rent	Hampden
Chicopee	2006	956	Br3_rent	Hampden
Chicopee	2006	1110	Br4_rent	Hampden
East Longmeadow	2006	529	Br0_rent	Hampden
East Longmeadow	2006	629	Br1_rent	Hampden
East Longmeadow	2006	799	Br2_rent	Hampden
East Longmeadow	2006	956	Br3_rent	Hampden
East Longmeadow	2006	1110	Br4_rent	Hampden
Granville	2006	529	Br0_rent	Hampden
Granville	2006	629	Br1_rent	Hampden
Granville	2006	799	Br2_rent	Hampden
Granville	2006	956	Br3_rent	Hampden
Granville	2006	1110	Br4_rent	Hampden
Hampden	2006	529	Br0_rent	Hampden
Hampden	2006	629	Br1_rent	Hampden
Hampden	2006	799	Br2_rent	Hampden
Hampden	2006	956	Br3_rent	Hampden
Hampden	2006	1110	Br4_rent	Hampden
Holland	2006	529	Br0_rent	Hampden
Holland	2006	629	Br1_rent	Hampden
Holland	2006	799	Br2_rent	Hampden
Holland	2006	956	Br3_rent	Hampden
Holland	2006	1110	Br4_rent	Hampden
Holyoke	2006	529	Br0_rent	Hampden
Holyoke	2006	629	Br1_rent	Hampden
Holyoke	2006	799	Br2_rent	Hampden
Holyoke	2006	956	Br3_rent	Hampden
Holyoke	2006	1110	Br4_rent	Hampden
Longmeadow	2006	529	Br0_rent	Hampden
Longmeadow	2006	629	Br1_rent	Hampden
Longmeadow	2006	799	Br2_rent	Hampden
Longmeadow	2006	956	Br3_rent	Hampden
Longmeadow	2006	1110	Br4_rent	Hampden
Ludlow	2006	529	Br0_rent	Hampden
Ludlow	2006	629	Br1_rent	Hampden
Ludlow	2006	799	Br2_rent	Hampden
Ludlow	2006	956	Br3_rent	Hampden
Ludlow	2006	1110	Br4_rent	Hampden
Monson	2006	529	Br0_rent	Hampden
Monson	2006	629	Br1_rent	Hampden
Monson	2006	799	Br2_rent	Hampden
Monson	2006	956	Br3_rent	Hampden
Monson	2006	1110	Br4_rent	Hampden
Montgomery	2006	529	Br0_rent	Hampden
Montgomery	2006	629	Br1_rent	Hampden
Montgomery	2006	799	Br2_rent	Hampden
Montgomery	2006	956	Br3_rent	Hampden
Montgomery	2006	1110	Br4_rent	Hampden
Palmer	2006	529	Br0_rent	Hampden
Palmer	2006	629	Br1_rent	Hampden
Palmer	2006	799	Br2_rent	Hampden
Palmer	2006	956	Br3_rent	Hampden
Palmer	2006	1110	Br4_rent	Hampden
Russell	2006	529	Br0_rent	Hampden
Russell	2006	629	Br1_rent	Hampden
Russell	2006	799	Br2_rent	Hampden
Russell	2006	956	Br3_rent	Hampden
Russell	2006	1110	Br4_rent	Hampden
Southwick	2006	529	Br0_rent	Hampden
Southwick	2006	629	Br1_rent	Hampden
Southwick	2006	799	Br2_rent	Hampden
Southwick	2006	956	Br3_rent	Hampden
Southwick	2006	1110	Br4_rent	Hampden
Springfield	2006	529	Br0_rent	Hampden
Springfield	2006	629	Br1_rent	Hampden
Springfield	2006	799	Br2_rent	Hampden
Springfield	2006	956	Br3_rent	Hampden
Springfield	2006	1110	Br4_rent	Hampden
Tolland	2006	529	Br0_rent	Hampden
Tolland	2006	629	Br1_rent	Hampden
Tolland	2006	799	Br2_rent	Hampden
Tolland	2006	956	Br3_rent	Hampden
Tolland	2006	1110	Br4_rent	Hampden
Wales	2006	529	Br0_rent	Hampden
Wales	2006	629	Br1_rent	Hampden
Wales	2006	799	Br2_rent	Hampden
Wales	2006	956	Br3_rent	Hampden
Wales	2006	1110	Br4_rent	Hampden
Westfield	2006	529	Br0_rent	Hampden
Westfield	2006	629	Br1_rent	Hampden
Westfield	2006	799	Br2_rent	Hampden
Westfield	2006	956	Br3_rent	Hampden
Westfield	2006	1110	Br4_rent	Hampden
West Springfield	2006	529	Br0_rent	Hampden
West Springfield	2006	629	Br1_rent	Hampden
West Springfield	2006	799	Br2_rent	Hampden
West Springfield	2006	956	Br3_rent	Hampden
West Springfield	2006	1110	Br4_rent	Hampden
Wilbraham	2006	529	Br0_rent	Hampden
Wilbraham	2006	629	Br1_rent	Hampden
Wilbraham	2006	799	Br2_rent	Hampden
Wilbraham	2006	956	Br3_rent	Hampden
Wilbraham	2006	1110	Br4_rent	Hampden
Amherst	2006	529	Br0_rent	Hampshire
Amherst	2006	629	Br1_rent	Hampshire
Amherst	2006	799	Br2_rent	Hampshire
Amherst	2006	956	Br3_rent	Hampshire
Amherst	2006	1110	Br4_rent	Hampshire
Belcher town	2006	529	Br0_rent	NA
Belcher town	2006	629	Br1_rent	NA
Belcher town	2006	799	Br2_rent	NA
Belcher town	2006	956	Br3_rent	NA
Belcher town	2006	1110	Br4_rent	NA
Chesterfield	2006	529	Br0_rent	Hampshire
Chesterfield	2006	629	Br1_rent	Hampshire
Chesterfield	2006	799	Br2_rent	Hampshire
Chesterfield	2006	956	Br3_rent	Hampshire
Chesterfield	2006	1110	Br4_rent	Hampshire
Cummington	2006	529	Br0_rent	Hampshire
Cummington	2006	629	Br1_rent	Hampshire
Cummington	2006	799	Br2_rent	Hampshire
Cummington	2006	956	Br3_rent	Hampshire
Cummington	2006	1110	Br4_rent	Hampshire
Easthampton	2006	529	Br0_rent	Hampshire
Easthampton	2006	629	Br1_rent	Hampshire
Easthampton	2006	799	Br2_rent	Hampshire
Easthampton	2006	956	Br3_rent	Hampshire
Easthampton	2006	1110	Br4_rent	Hampshire
Goshen	2006	529	Br0_rent	Hampshire
Goshen	2006	629	Br1_rent	Hampshire
Goshen	2006	799	Br2_rent	Hampshire
Goshen	2006	956	Br3_rent	Hampshire
Goshen	2006	1110	Br4_rent	Hampshire
Granby	2006	529	Br0_rent	Hampshire
Granby	2006	629	Br1_rent	Hampshire
Granby	2006	799	Br2_rent	Hampshire
Granby	2006	956	Br3_rent	Hampshire
Granby	2006	1110	Br4_rent	Hampshire
Hadley	2006	529	Br0_rent	Hampshire
Hadley	2006	629	Br1_rent	Hampshire
Hadley	2006	799	Br2_rent	Hampshire
Hadley	2006	956	Br3_rent	Hampshire
Hadley	2006	1110	Br4_rent	Hampshire
Hatfield	2006	529	Br0_rent	Hampshire
Hatfield	2006	629	Br1_rent	Hampshire
Hatfield	2006	799	Br2_rent	Hampshire
Hatfield	2006	956	Br3_rent	Hampshire
Hatfield	2006	1110	Br4_rent	Hampshire
Huntington	2006	529	Br0_rent	Hampshire
Huntington	2006	629	Br1_rent	Hampshire
Huntington	2006	799	Br2_rent	Hampshire
Huntington	2006	956	Br3_rent	Hampshire
Huntington	2006	1110	Br4_rent	Hampshire
Middlefield	2006	529	Br0_rent	Hampshire
Middlefield	2006	629	Br1_rent	Hampshire
Middlefield	2006	799	Br2_rent	Hampshire
Middlefield	2006	956	Br3_rent	Hampshire
Middlefield	2006	1110	Br4_rent	Hampshire
Northampton	2006	529	Br0_rent	Hampshire
Northampton	2006	629	Br1_rent	Hampshire
Northampton	2006	799	Br2_rent	Hampshire
Northampton	2006	956	Br3_rent	Hampshire
Northampton	2006	1110	Br4_rent	Hampshire
Pelham	2006	529	Br0_rent	Hampshire
Pelham	2006	629	Br1_rent	Hampshire
Pelham	2006	799	Br2_rent	Hampshire
Pelham	2006	956	Br3_rent	Hampshire
Pelham	2006	1110	Br4_rent	Hampshire
Plainfield	2006	529	Br0_rent	Hampshire
Plainfield	2006	629	Br1_rent	Hampshire
Plainfield	2006	799	Br2_rent	Hampshire
Plainfield	2006	956	Br3_rent	Hampshire
Plainfield	2006	1110	Br4_rent	Hampshire
Southampton	2006	529	Br0_rent	Hampshire
Southampton	2006	629	Br1_rent	Hampshire
Southampton	2006	799	Br2_rent	Hampshire
Southampton	2006	956	Br3_rent	Hampshire
Southampton	2006	1110	Br4_rent	Hampshire
South Hadley	2006	529	Br0_rent	Hampshire
South Hadley	2006	629	Br1_rent	Hampshire
South Hadley	2006	799	Br2_rent	Hampshire
South Hadley	2006	956	Br3_rent	Hampshire
South Hadley	2006	1110	Br4_rent	Hampshire
Ware	2006	529	Br0_rent	Hampshire
Ware	2006	629	Br1_rent	Hampshire
Ware	2006	799	Br2_rent	Hampshire
Ware	2006	956	Br3_rent	Hampshire
Ware	2006	1110	Br4_rent	Hampshire
Westhampton	2006	529	Br0_rent	Hampshire
Westhampton	2006	629	Br1_rent	Hampshire
Westhampton	2006	799	Br2_rent	Hampshire
Westhampton	2006	956	Br3_rent	Hampshire
Westhampton	2006	1110	Br4_rent	Hampshire
Williamsburg	2006	529	Br0_rent	Hampshire
Williamsburg	2006	629	Br1_rent	Hampshire
Williamsburg	2006	799	Br2_rent	Hampshire
Williamsburg	2006	956	Br3_rent	Hampshire
Williamsburg	2006	1110	Br4_rent	Hampshire
Worthington	2006	529	Br0_rent	Hampshire
Worthington	2006	629	Br1_rent	Hampshire
Worthington	2006	799	Br2_rent	Hampshire
Worthington	2006	956	Br3_rent	Hampshire
Worthington	2006	1110	Br4_rent	Hampshire
Acton	2006	1063	Br0_rent	Middlesex
Acton	2006	1128	Br1_rent	Middlesex
Acton	2006	1324	Br2_rent	Middlesex
Acton	2006	1584	Br3_rent	Middlesex
Acton	2006	1740	Br4_rent	Middlesex
Arlington	2006	1063	Br0_rent	Middlesex
Arlington	2006	1128	Br1_rent	Middlesex
Arlington	2006	1324	Br2_rent	Middlesex
Arlington	2006	1584	Br3_rent	Middlesex
Arlington	2006	1740	Br4_rent	Middlesex
Ashby	2006	1063	Br0_rent	Middlesex
Ashby	2006	1128	Br1_rent	Middlesex
Ashby	2006	1324	Br2_rent	Middlesex
Ashby	2006	1584	Br3_rent	Middlesex
Ashby	2006	1740	Br4_rent	Middlesex
Ashland	2006	1063	Br0_rent	Middlesex
Ashland	2006	1128	Br1_rent	Middlesex
Ashland	2006	1324	Br2_rent	Middlesex
Ashland	2006	1584	Br3_rent	Middlesex
Ashland	2006	1740	Br4_rent	Middlesex
Ayer	2006	1063	Br0_rent	Middlesex
Ayer	2006	1128	Br1_rent	Middlesex
Ayer	2006	1324	Br2_rent	Middlesex
Ayer	2006	1584	Br3_rent	Middlesex
Ayer	2006	1740	Br4_rent	Middlesex
Bedford	2006	1063	Br0_rent	Middlesex
Bedford	2006	1128	Br1_rent	Middlesex
Bedford	2006	1324	Br2_rent	Middlesex
Bedford	2006	1584	Br3_rent	Middlesex
Bedford	2006	1740	Br4_rent	Middlesex
Belmont	2006	1063	Br0_rent	Middlesex
Belmont	2006	1128	Br1_rent	Middlesex
Belmont	2006	1324	Br2_rent	Middlesex
Belmont	2006	1584	Br3_rent	Middlesex
Belmont	2006	1740	Br4_rent	Middlesex
Billerica	2006	738	Br0_rent	Middlesex
Billerica	2006	883	Br1_rent	Middlesex
Billerica	2006	1135	Br2_rent	Middlesex
Billerica	2006	1355	Br3_rent	Middlesex
Billerica	2006	1487	Br4_rent	Middlesex
Boxborough	2006	1063	Br0_rent	Middlesex
Boxborough	2006	1128	Br1_rent	Middlesex
Boxborough	2006	1324	Br2_rent	Middlesex
Boxborough	2006	1584	Br3_rent	Middlesex
Boxborough	2006	1740	Br4_rent	Middlesex
Burlington	2006	1063	Br0_rent	Middlesex
Burlington	2006	1128	Br1_rent	Middlesex
Burlington	2006	1324	Br2_rent	Middlesex
Burlington	2006	1584	Br3_rent	Middlesex
Burlington	2006	1740	Br4_rent	Middlesex
Cambridge	2006	1063	Br0_rent	Middlesex
Cambridge	2006	1128	Br1_rent	Middlesex
Cambridge	2006	1324	Br2_rent	Middlesex
Cambridge	2006	1584	Br3_rent	Middlesex
Cambridge	2006	1740	Br4_rent	Middlesex
Carlisle	2006	1063	Br0_rent	Middlesex
Carlisle	2006	1128	Br1_rent	Middlesex
Carlisle	2006	1324	Br2_rent	Middlesex
Carlisle	2006	1584	Br3_rent	Middlesex
Carlisle	2006	1740	Br4_rent	Middlesex
Chelmsford	2006	738	Br0_rent	Middlesex
Chelmsford	2006	883	Br1_rent	Middlesex
Chelmsford	2006	1135	Br2_rent	Middlesex
Chelmsford	2006	1355	Br3_rent	Middlesex
Chelmsford	2006	1487	Br4_rent	Middlesex
Concord	2006	1063	Br0_rent	Middlesex
Concord	2006	1128	Br1_rent	Middlesex
Concord	2006	1324	Br2_rent	Middlesex
Concord	2006	1584	Br3_rent	Middlesex
Concord	2006	1740	Br4_rent	Middlesex
Dracut	2006	738	Br0_rent	Middlesex
Dracut	2006	883	Br1_rent	Middlesex
Dracut	2006	1135	Br2_rent	Middlesex
Dracut	2006	1355	Br3_rent	Middlesex
Dracut	2006	1487	Br4_rent	Middlesex
Dunstable	2006	738	Br0_rent	Middlesex
Dunstable	2006	883	Br1_rent	Middlesex
Dunstable	2006	1135	Br2_rent	Middlesex
Dunstable	2006	1355	Br3_rent	Middlesex
Dunstable	2006	1487	Br4_rent	Middlesex
Everett	2006	1063	Br0_rent	Middlesex
Everett	2006	1128	Br1_rent	Middlesex
Everett	2006	1324	Br2_rent	Middlesex
Everett	2006	1584	Br3_rent	Middlesex
Everett	2006	1740	Br4_rent	Middlesex
Framingham	2006	1063	Br0_rent	Middlesex
Framingham	2006	1128	Br1_rent	Middlesex
Framingham	2006	1324	Br2_rent	Middlesex
Framingham	2006	1584	Br3_rent	Middlesex
Framingham	2006	1740	Br4_rent	Middlesex
Groton	2006	738	Br0_rent	Middlesex
Groton	2006	883	Br1_rent	Middlesex
Groton	2006	1135	Br2_rent	Middlesex
Groton	2006	1355	Br3_rent	Middlesex
Groton	2006	1487	Br4_rent	Middlesex
Holliston	2006	1063	Br0_rent	Middlesex
Holliston	2006	1128	Br1_rent	Middlesex
Holliston	2006	1324	Br2_rent	Middlesex
Holliston	2006	1584	Br3_rent	Middlesex
Holliston	2006	1740	Br4_rent	Middlesex
Hopkinton	2006	1063	Br0_rent	Middlesex
Hopkinton	2006	1128	Br1_rent	Middlesex
Hopkinton	2006	1324	Br2_rent	Middlesex
Hopkinton	2006	1584	Br3_rent	Middlesex
Hopkinton	2006	1740	Br4_rent	Middlesex
Hudson	2006	1063	Br0_rent	Middlesex
Hudson	2006	1128	Br1_rent	Middlesex
Hudson	2006	1324	Br2_rent	Middlesex
Hudson	2006	1584	Br3_rent	Middlesex
Hudson	2006	1740	Br4_rent	Middlesex
Lexington	2006	1063	Br0_rent	Middlesex
Lexington	2006	1128	Br1_rent	Middlesex
Lexington	2006	1324	Br2_rent	Middlesex
Lexington	2006	1584	Br3_rent	Middlesex
Lexington	2006	1740	Br4_rent	Middlesex
Lincoln	2006	1063	Br0_rent	Middlesex
Lincoln	2006	1128	Br1_rent	Middlesex
Lincoln	2006	1324	Br2_rent	Middlesex
Lincoln	2006	1584	Br3_rent	Middlesex
Lincoln	2006	1740	Br4_rent	Middlesex
Littleton	2006	1063	Br0_rent	Middlesex
Littleton	2006	1128	Br1_rent	Middlesex
Littleton	2006	1324	Br2_rent	Middlesex
Littleton	2006	1584	Br3_rent	Middlesex
Littleton	2006	1740	Br4_rent	Middlesex
Lowell	2006	738	Br0_rent	Middlesex
Lowell	2006	883	Br1_rent	Middlesex
Lowell	2006	1135	Br2_rent	Middlesex
Lowell	2006	1355	Br3_rent	Middlesex
Lowell	2006	1487	Br4_rent	Middlesex
Malden	2006	1063	Br0_rent	Middlesex
Malden	2006	1128	Br1_rent	Middlesex
Malden	2006	1324	Br2_rent	Middlesex
Malden	2006	1584	Br3_rent	Middlesex
Malden	2006	1740	Br4_rent	Middlesex
Marlborough	2006	1063	Br0_rent	Middlesex
Marlborough	2006	1128	Br1_rent	Middlesex
Marlborough	2006	1324	Br2_rent	Middlesex
Marlborough	2006	1584	Br3_rent	Middlesex
Marlborough	2006	1740	Br4_rent	Middlesex
Maynard	2006	1063	Br0_rent	Middlesex
Maynard	2006	1128	Br1_rent	Middlesex
Maynard	2006	1324	Br2_rent	Middlesex
Maynard	2006	1584	Br3_rent	Middlesex
Maynard	2006	1740	Br4_rent	Middlesex
Medford	2006	1063	Br0_rent	Middlesex
Medford	2006	1128	Br1_rent	Middlesex
Medford	2006	1324	Br2_rent	Middlesex
Medford	2006	1584	Br3_rent	Middlesex
Medford	2006	1740	Br4_rent	Middlesex
Melrose	2006	1063	Br0_rent	Middlesex
Melrose	2006	1128	Br1_rent	Middlesex
Melrose	2006	1324	Br2_rent	Middlesex
Melrose	2006	1584	Br3_rent	Middlesex
Melrose	2006	1740	Br4_rent	Middlesex
Natick	2006	1063	Br0_rent	Middlesex
Natick	2006	1128	Br1_rent	Middlesex
Natick	2006	1324	Br2_rent	Middlesex
Natick	2006	1584	Br3_rent	Middlesex
Natick	2006	1740	Br4_rent	Middlesex
Newton	2006	1063	Br0_rent	Middlesex
Newton	2006	1128	Br1_rent	Middlesex
Newton	2006	1324	Br2_rent	Middlesex
Newton	2006	1584	Br3_rent	Middlesex
Newton	2006	1740	Br4_rent	Middlesex
North Reading	2006	1063	Br0_rent	Middlesex
North Reading	2006	1128	Br1_rent	Middlesex
North Reading	2006	1324	Br2_rent	Middlesex
North Reading	2006	1584	Br3_rent	Middlesex
North Reading	2006	1740	Br4_rent	Middlesex
Pepperell	2006	738	Br0_rent	Middlesex
Pepperell	2006	883	Br1_rent	Middlesex
Pepperell	2006	1135	Br2_rent	Middlesex
Pepperell	2006	1355	Br3_rent	Middlesex
Pepperell	2006	1487	Br4_rent	Middlesex
Reading	2006	1063	Br0_rent	Middlesex
Reading	2006	1128	Br1_rent	Middlesex
Reading	2006	1324	Br2_rent	Middlesex
Reading	2006	1584	Br3_rent	Middlesex
Reading	2006	1740	Br4_rent	Middlesex
